species_name,species_name_fishbase,genus_name,genus_name_fishbase,origin,invasive,IUCN_Global,IUCN_Med,Year_Global,Year_Med,Length_cm,Length_max,Depth_min_m,Depth_max_m,Continental_shelf,Continental_slope,Open_ocean,Habitat._soft,Habitat_rocky,Habitat_posidonia,Migration,Reproduction,Sex_shift,Semelparity,Larvae,Behav,Diet_type,BodyShapeI,Fresh,Brack,Saltwater,DemersPelag,AirBreathing,AnaCat,Vulnerability
Peristedion cataphractum,Peristedion cataphractum,Peristedion,Peristedion,U,0,LC,LC,2015,2011,27.5,40,50,500,1,1,0,1,0,0,Oceanodromous,Oviparous,no,no,NA,Gregarious,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,38.25
Petromyzon marinus,Petromyzon marinus,Petromyzon,Petromyzon,U,0,LC,NA,2024,NA,75,120,5,20,0,0,0,1,0,0,Anadromous,Oviparous,no,yes,Planktotrophic,NA,Carnivorous,eel-like,1,1,1,demersal,WaterAssumed,anadromous,72
Petroscirtes ancylodon,Petroscirtes ancylodon,Petroscirtes,Petroscirtes,RS,1,LC,NA,2014,NA,7.5,12,1,10,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,10
Phycis blennoides,Phycis blennoides,Phycis,Phycis,U,0,NA,LC,NA,2011,60,110,100,450,0,0,1,1,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,oceanodromous,52.42
Phycis phycis,Phycis phycis,Phycis,Phycis,U,0,LC,LC,2015,2011,45,60,20,100,1,1,0,1,1,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,non-migratory,44.59
Physiculus dalwigki,Physiculus dalwigki,Physiculus,Physiculus,U,0,LC,LC,2015,2011,NA,30,100,300,0,1,0,1,1,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,benthopelagic,WaterAssumed,NA,20
Pinguipes brasilianus,Pinguipes brasilianus,Pinguipes,Pinguipes,A,1,NA,NA,NA,NA,30,70,60,150,1,0,0,1,0,1,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,48
Pisodonophis semicinctus,Pisodonophis semicinctus,Pisodonophis,Pisodonophis,A,1,LC,NA,2015,NA,60,80,10,30,1,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,eel-like,0,1,1,demersal,WaterAssumed,NA,52
Planiliza haematocheilus,Planiliza haematocheilus,Planiliza,Planiliza,O,1,NA,NA,NA,NA,50,80,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,1,1,1,pelagic-neritic,WaterAssumed,catadromous,58
Platax teira,Platax teira,Platax,Platax,RS,1,LC,NA,2019,NA,30,70,1,70,0,0,0,0,0,1,Amphidromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,short and / or deep,0,0,1,reef-associated,WaterAssumed,amphidromous,48
Platichthys flesus,Platichthys flesus,Platichthys,Platichthys,E,0,LC,NA,2024,NA,30,60,1,25,0,0,0,1,0,0,Catadromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,short and / or deep,1,1,1,demersal,WaterAssumed,catadromous,48.72
Platycephalus indicus,Platycephalus indicus,Platycephalus,Platycephalus,RS,1,DD,NA,2010,NA,80,100,20,200,0,0,0,1,1,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,1,1,reef-associated,WaterAssumed,oceanodromous,36.94
Plectorhinchus mediterraneus,Plectorhinchus mediterraneus,Plectorhinchus,Plectorhinchus,U,0,DD,LC,2015,2011,55,80,5,50,0,0,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,53.85
Pleuronectes platessa,Pleuronectes platessa,Pleuronectes,Pleuronectes,U,0,LC,NT,2024,2011,60,100,5,100,1,1,0,1,1,0,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,short and / or deep,0,1,1,demersal,WaterAssumed,oceanodromous,71.05
Plotosus lineatus,Plotosus lineatus,Plotosus,Plotosus,RS,1,LC,NA,2024,NA,18,32,1,60,1,0,0,1,1,0,Amphidromous,Oviparous,no,no,Planktotrophic,Mix,Carnivorous,fusiform / normal,0,1,1,reef-associated,WaterAssumed,amphidromous,28.58
Polymetme corythaeola,Polymetme corythaeola,Polymetme,Polymetme,A,1,LC,NA,2020,NA,NA,26,165,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,0,1,benthopelagic,WaterAssumed,NA,21.72
Polyprion americanus,Polyprion americanus,Polyprion,Polyprion,U,0,DD,DD,2003,2011,100,200,1,1000,1,1,0,1,1,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,oceanodromous,77.75
Pomacanthus imperator,Pomacanthus imperator,Pomacanthus,Pomacanthus,RS,1,LC,NA,2010,NA,NA,40,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,non-migratory,67.79
Pomacanthus maculosus,Pomacanthus maculosus,Pomacanthus,Pomacanthus,RS,1,LC,NA,2010,NA,20,50,4,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,non-migratory,44.17
Pomacanthus semicirculatus,Pomacanthus semicirculatus,Pomacanthus,Pomacanthus,RS,1,LC,NA,2010,NA,NA,40,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,non-migratory,38.8
Pomadasys argenteus,Pomadasys argenteus,Pomadasys,Pomadasys,RS,1,LC,NA,2012,NA,25,70,15,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,1,1,1,demersal,WaterAssumed,NA,30.58
Pomadasys incisus,Pomadasys incisus,Pomadasys,Pomadasys,U,0,LC,LC,2010,2011,32.5,50,10,40,0,0,0,1,1,0,NA,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,demersal,WaterAssumed,NA,40.12
Pomadasys stridens,Pomadasys stridens,Pomadasys,Pomadasys,RS,1,LC,NA,2019,NA,10,16,5,55,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,35.09
Pomatomus saltator,Pomatomus saltatrix,Pomatomus,Pomatomus,U,0,VU,LC,2015,2011,75,120,10,40,1,0,0,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,pelagic-oceanic,WaterAssumed,oceanodromous,42.22
Pomatoschistus bathi,Pomatoschistus bathi,Pomatoschistus,Pomatoschistus,E,0,LC,NA,2025,NA,3.2,3.5,2,10,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,elongated,0,1,1,demersal,WaterAssumed,NA,10
Pomatoschistus canestrinii,Ninnigobius canestrinii,Pomatoschistus,Ninnigobius,E,0,LC,NA,2024,NA,5.8,6.7,2,10,0,0,0,1,0,0,Amphidromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,1,1,0,demersal,WaterAssumed,NA,10
Pomatoschistus knerii,Pomatoschistus knerii,Pomatoschistus,Pomatoschistus,E,0,LC,LC,2025,2014,3.65,4,1,10,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,10
Pomatoschistus marmoratus,Pomatoschistus marmoratus,Pomatoschistus,Pomatoschistus,U,0,LC,LC,2022,2011,6.25,6.5,1,20,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,1,1,1,demersal,WaterAssumed,NA,10
Pomatoschistus microps,Pomatoschistus microps,Pomatoschistus,Pomatoschistus,U,0,LC,CR,2024,2011,6.25,7,1,5,0,0,0,1,0,0,Amphidromous,Oviparous,no,yes,Planktotrophic,Gregarious,Carnivorous,elongated,1,1,1,demersal,WaterAssumed,amphidromous,33.28
Pomatoschistus minutus,Pomatoschistus minutus,Pomatoschistus,Pomatoschistus,U,0,LC,VU,2022,2011,7.5,9.5,1,20,0,0,0,1,0,0,no,Oviparous,no,yes,Planktotrophic,Mix,Carnivorous,elongated,0,1,1,demersal,WaterAssumed,amphidromous,14.6
Pomatoschistus norvegicus,Pomatoschistus norvegicus,Pomatoschistus,Pomatoschistus,U,0,LC,DD,2025,2011,6.5,8,20,325,1,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,10
Pomatoschistus pictus,Pomatoschistus pictus,Pomatoschistus,Pomatoschistus,E,0,LC,NA,2025,NA,5.25,6,0.5,20,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,10
Pomatoschistus quagga,Pomatoschistus quagga,Pomatoschistus,Pomatoschistus,E,0,LC,LC,2025,2014,3.75,5,5,15,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,10
Pomatoschistus tortonesei,Pomatoschistus tortonesei,Pomatoschistus,Pomatoschistus,E,0,VU,VU,2025,2025,3.25,3.7,1,5,0,0,0,1,0,1,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,1,1,demersal,WaterAssumed,NA,10
Pontinus kuhlii,Pontinus kuhlii,Pontinus,Pontinus,A,0,DD,DD,2015,2011,20,23,100,450,1,1,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,bathydemersal,WaterAssumed,NA,68.44
Priacanthus arenatus,Priacanthus arenatus,Priacanthus,Priacanthus,A,1,LC,DD,2015,2011,35,50,10,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,24.62
Priacanthus hamrur,Priacanthus hamrur,Priacanthus,Priacanthus,RS,1,LC,NA,2016,NA,25,40,5,250,1,0,0,0,1,0,no,Oviparous,no,no,NA,Gregarious,Carnivorous,short and / or deep,0,0,1,reef-associated,WaterAssumed,NA,24.42
Priacanthus prolixus,Priacanthus prolixus,Priacanthus,Priacanthus,RS,1,LC,NA,2020,NA,NA,25,35,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,20.5
Priacanthus sagittarius,Priacanthus sagittarius,Priacanthus,Priacanthus,RS,1,LC,NA,2016,NA,NA,35,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,32.7
Prionace glauca,Prionace glauca,Prionace,Prionace,U,0,NT,CR,2019,2016,250,385,1,400,0,0,1,0,0,0,Oceanodromous,Viviparous,no,no,no,Solitary,Carnivorous,fusiform / normal,0,1,1,pelagic-oceanic,WaterAssumed,oceanodromous,72.61
Pristis pectinata,Pristis pectinata,Pristis,Pristis,A,0,CR,CR,2022,2016,550,760,1,10,0,0,0,1,0,0,Amphidromous,Ovoviviparous,no,no,no,Solitary,Carnivorous,elongated,1,1,1,demersal,WaterAssumed,amphidromous,84.4
Pristis pristis,Pristis pristis,Pristis,Pristis,U,0,CR,CR,2022,2016,450,500,2,50,0,0,0,1,0,0,Oceanodromous,Ovoviviparous,no,no,no,NA,Carnivorous,elongated,1,1,1,demersal,WaterAssumed,oceanodromous,78.59
Psenes pellucidus,Psenes pellucidus,Psenes,Psenes,A,1,LC,NA,2015,NA,50,90,1,500,0,1,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,short and / or deep,0,0,1,bathypelagic,WaterAssumed,NA,52
Psetta maxima,Scophthalmus maximus,Psetta,Scophthalmus,E,0,LC,NT,2021,2011,65,110,2,70,1,0,0,1,1,0,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,short and / or deep,0,1,1,demersal,WaterAssumed,oceanodromous,59.94
Pseudaphya ferreri,Pseudaphya ferreri,Pseudaphya,Pseudaphya,E,0,LC,LC,2025,2025,3.1,3.5,2,5,1,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,elongated,0,0,1,benthopelagic,WaterAssumed,NA,10
Pseudocaranx dentex,Pseudocaranx dentex,Pseudocaranx,Pseudocaranx,U,0,LC,DD,2015,2011,50,100,4,200,1,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Omnivorous,fusiform / normal,0,1,1,reef-associated,WaterAssumed,NA,73.2
Pseudochromis persicus,Pseudochromis persicus,Pseudochromis,Pseudochromis,RS,1,LC,NA,2020,NA,NA,15.39999962,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,0,1,reef-associated,WaterAssumed,NA,10
Pseudotolithus senegallus,Pseudotolithus senegallus,Pseudotolithus,Pseudotolithus,A,1,VU,NA,2021,NA,85,230,0,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,1,1,demersal,WaterAssumed,NA,90
Pseudupeneus prayensis,Pseudupeneus prayensis,Pseudupeneus,Pseudupeneus,A,1,VU,NA,2015,NA,30,55,10,300,1,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,29.86
Pteragogus pelycus,Pteragogus pelycus,Pteragogus,Pteragogus,RS,0,LC,NA,2010,NA,10,15,2,20,0,0,0,0,0,1,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,10
Pteragogus trispilus,Pteragogus trispilus,Pteragogus,Pteragogus,RS,1,NA,NA,NA,NA,NA,7.900000095,9,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,NA,10
Pterois miles,Pterois miles,Pterois,Pterois,RS,1,LC,NA,2018,NA,25,35,1,50,0,0,0,1,1,0,no,NA,no,no,NA,Mix,Piscivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,33
Pteromylaeus bovinus,Aetomylaeus bovinus,Pteromylaeus,Aetomylaeus,U,0,CR,CR,2021,2016,125,150,2,100,1,1,0,1,0,0,NA,Ovoviviparous,no,no,no,Mix,Carnivorous,other,0,1,1,benthopelagic,WaterAssumed,NA,82.5
Rachycentron canadum,Rachycentron canadum,Rachycentron,Rachycentron,RS,1,LC,NA,2015,NA,70,200,1,1200,1,1,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,1,1,reef-associated,WaterAssumed,oceanodromous,42.21
Raja asterias,Raja asterias,Raja,Raja,U,0,LC,NT,2024,2016,55,75,20,80,1,0,0,1,0,0,NA,Oviparous,no,no,NA,NA,Carnivorous,other,0,0,1,demersal,WaterAssumed,NA,32.61
Raja clavata,Raja clavata,Raja,Raja,U,0,NT,NT,2024,2016,95,115,10,300,1,1,0,1,1,0,NA,Oviparous,no,no,NA,NA,Carnivorous,other,0,0,1,demersal,WaterAssumed,NA,60.11
Raja melitensis,Leucoraja melitensis,Raja,Leucoraja,E,0,CR,CR,2025,2025,45,50,60,600,1,1,0,1,0,0,NA,Oviparous,no,no,NA,NA,Carnivorous,other,0,0,1,bathydemersal,WaterAssumed,NA,40.8
Raja miraletus,Raja miraletus,Raja,Raja,U,0,LC,LC,2019,2020,55,60,40,150,1,0,0,1,0,0,NA,Oviparous,no,no,NA,NA,Carnivorous,other,0,1,1,demersal,WaterAssumed,NA,50.71
Raja montagui,Raja montagui,Raja,Raja,U,0,LC,LC,2024,2016,70,100,30,80,1,0,0,1,0,0,NA,Oviparous,no,no,NA,NA,Carnivorous,other,0,0,1,demersal,WaterAssumed,NA,58.24
Raja polystigma,Raja polystigma,Raja,Raja,E,0,LC,LC,2024,2024,55,60,100,400,1,1,0,1,0,0,NA,Oviparous,no,no,NA,NA,Carnivorous,other,0,0,1,demersal,WaterAssumed,NA,62.14
Raja radula,Raja radula,Raja,Raja,U,0,EN,EN,2016,2016,65,75,40,350,1,1,0,1,0,0,NA,Oviparous,no,no,NA,NA,Carnivorous,other,0,0,1,demersal,WaterAssumed,NA,48
Raja rondeleti,Raja rondeleti,Raja,Raja,E,0,NA,NA,NA,NA,45,50,50,200,NA,NA,NA,NA,NA,NA,NA,Oviparous,no,no,NA,NA,Carnivorous,other,0,0,1,demersal,WaterAssumed,NA,40
Ranzania laevis,Ranzania laevis,Ranzania,Ranzania,U,0,LC,NA,2015,NA,60,80,1,50,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,short and / or deep,0,0,1,pelagic-oceanic,WaterAssumed,NA,60
Rastrelliger kanagurta,Rastrelliger kanagurta,Rastrelliger,Rastrelliger,RS,1,LC,NA,2023,NA,30,38,1,70,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Omnivorous,fusiform / normal,0,0,1,pelagic-neritic,WaterAssumed,oceanodromous,17.31
Regalecus glesne,Regalecus glesne,Regalecus,Regalecus,U,0,LC,DD,2015,2011,700,1100,100,1000,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,eel-like,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,90
Remora brachyptera,Remora brachyptera,Remora,Remora,U,0,LC,DD,2010,2011,30,40,1,50,0,0,1,0,0,0,Oceanodromous,NA,no,no,NA,NA,Carnivorous,elongated,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,40
Remora osteochir,Remora osteochir,Remora,Remora,U,0,LC,DD,2015,2011,35,45,1,50,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,38.8
Remora remora,Remora remora,Remora,Remora,U,0,LC,LC,2015,2011,65,86,1,50,1,0,0,0,1,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,reef-associated,WaterAssumed,NA,54.56
Rhabdosargus haffara,Rhabdosargus haffara,Rhabdosargus,Rhabdosargus,RS,1,LC,NA,2014,NA,25,35,2,30,0,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,29.12
Rhincodon typus,Rhincodon typus,Rhincodon,Rhincodon,A,1,EN,NA,2025,NA,1000,1700,0,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,86.63
Rhinobatos cemiculus,Glaucostegus cemiculus,Rhinobatos,Glaucostegus,U,0,CR,NA,2019,NA,190,200,5,50,1,0,0,1,0,0,NA,Ovoviviparous,no,no,no,NA,Carnivorous,elongated,0,1,1,demersal,WaterAssumed,NA,55.06
Rhinobatos rhinobatos,Rhinobatos rhinobatos,Rhinobatos,Rhinobatos,U,0,CR,EN,2021,2016,90,100,1,100,1,0,0,1,1,0,NA,Ovoviviparous,no,no,no,NA,Carnivorous,elongated,0,1,1,demersal,WaterAssumed,NA,65.69
Rhinoptera marginata,Rhinoptera marginata,Rhinoptera,Rhinoptera,U,0,CR,DD,2021,2016,175,200,1,60,0,0,0,1,0,0,NA,Ovoviviparous,no,no,no,Gregarious,Carnivorous,other,0,0,1,benthopelagic,WaterAssumed,NA,84.15
Rhizoprionodon acutus,Rhizoprionodon acutus,Rhizoprionodon,Rhizoprionodon,A,1,VU,NA,2020,NA,100,180,1,200,1,0,0,0,0,0,Amphidromous,Viviparous,no,no,no,Gregarious,Carnivorous,fusiform / normal,1,1,1,benthopelagic,WaterAssumed,amphidromous,60.97
Rhynchoconger trewavasae,Rhynchoconger trewavasae,Rhynchoconger,Rhynchoconger,RS,1,LC,NA,2019,NA,50,60,300,500,1,0,0,1,0,0,no,NA,no,yes,NA,NA,Carnivorous,eel-like,0,0,1,bathydemersal,WaterAssumed,NA,42.8
Rhynchogabus hepaticus,Rhynchogadus hepaticus,Rhynchogabus,Rhynchogadus,U,0,DD,DD,2014,2014,8,10,400,700,0,1,0,0,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,bathypelagic,WaterAssumed,NA,10
Rostroraja alba,Rostroraja alba,Rostroraja,Rostroraja,U,0,EN,EN,2024,2016,125,200,40,200,1,1,0,1,0,0,NA,Oviparous,no,no,NA,NA,Carnivorous,other,0,0,1,demersal,WaterAssumed,NA,90
Ruvettus pretiosus,Ruvettus pretiosus,Ruvettus,Ruvettus,U,0,LC,LC,2015,2011,105,200,80,700,1,1,0,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,benthopelagic,WaterAssumed,oceanodromous,90
Sarda sarda,Sarda sarda,Sarda,Sarda,U,0,LC,LC,2023,2011,75,95,1,50,0,0,0,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,pelagic-neritic,WaterAssumed,oceanodromous,32.68
Sardina pilchardus,Sardina pilchardus,Sardina,Sardina,U,0,LC,LC,2015,2011,19,25,5,60,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Omnivorous,fusiform / normal,1,1,1,pelagic-neritic,WaterAssumed,oceanodromous,30.31
Sardinella aurita,Sardinella aurita,Sardinella,Sardinella,U,0,LC,LC,2015,2011,25,33,1,350,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,pelagic-neritic,WaterAssumed,oceanodromous,28.98
Sardinella gibbosa,Sardinella gibbosa,Sardinella,Sardinella,RS,1,LC,NA,2018,NA,15,29.60000038,10,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,pelagic-neritic,WaterAssumed,NA,19
Sardinella maderensis,Sardinella maderensis,Sardinella,Sardinella,U,0,VU,LC,2015,2011,26.5,30,5,50,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,pelagic-neritic,WaterAssumed,oceanodromous,35.19
Sargocentron caudimaculatum,Sargocentron caudimaculatum,Sargocentron,Sargocentron,RS,1,LC,NA,2016,NA,18,25,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,15
Sargocentron rubrum,Sargocentron rubrum,Sargocentron,Sargocentron,RS,1,LC,NA,2016,NA,18,27,1,84,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,16.59
Sarpa salpa,Sarpa salpa,Sarpa,Sarpa,U,0,LC,LC,2014,2011,32.5,50,1,15,0,0,0,0,1,1,Oceanodromous,Oviparous,Protandrous,no,Planktotrophic,Gregarious,Herbivorous,fusiform / normal,0,1,1,benthopelagic,WaterAssumed,oceanodromous,41.17
Saurida gracilis,Saurida gracilis,Saurida,Saurida,RS,1,LC,NA,2016,NA,NA,32,0,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,0,1,reef-associated,WaterAssumed,NA,29.04
Saurida lessepsianus,Saurida lessepsianus,Saurida,Saurida,RS,1,LC,NA,2019,NA,NA,28.21999931,20,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,0,1,benthopelagic,WaterAssumed,NA,24.43
Saurida undosquamis,Saurida undosquamis,Saurida,Saurida,RS,0,LC,NA,2016,NA,30,50,20,225,1,0,0,1,0,0,Amphidromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,reef-associated,WaterAssumed,amphidromous,39.46
Scartella cristata,Scartella cristata,Scartella,Scartella,U,0,LC,LC,2025,2011,8.5,10,0.5,2,0,0,0,0,1,1,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,10
Scarus ghobban,Scarus ghobban,Scarus,Scarus,RS,1,LC,NA,2012,NA,25,75,3,36,0,0,0,0,1,0,no,Oviparous,Protogynous,no,Planktotrophic,NA,Herbivorous,fusiform / normal,0,1,1,reef-associated,WaterAssumed,NA,50
Scatophagus argus,Scatophagus argus,Scatophagus,Scatophagus,RS,1,LC,NA,2010,NA,20,45,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,1,1,1,demersal,WaterAssumed,amphidromous,20.24
Schedophilus medusophagus,Schedophilus medusophagus,Schedophilus,Schedophilus,U,0,LC,LC,2019,2011,40,50,1,100,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,pelagic-oceanic,WaterAssumed,NA,42
Schedophilus ovalis,Schedophilus ovalis,Schedophilus,Schedophilus,U,0,NA,LC,NA,2011,70,100,1,250,0,0,1,0,0,0,no,Oviparous,Protogynous,no,Planktotrophic,NA,Carnivorous,short and / or deep,0,0,1,benthopelagic,WaterAssumed,NA,60
Sciaena umbra,Sciaena umbra,Sciaena,Sciaena,U,0,NT,VU,2020,2011,37.5,55,10,30,1,0,0,0,1,1,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,demersal,WaterAssumed,NA,46.02
Sciaenops ocellatus,Sciaenops ocellatus,Sciaenops,Sciaenops,A,1,LC,NA,2020,NA,100,155,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,1,1,demersal,WaterAssumed,oceanodromous,43.88
Scolopsis ghanam,Scolopsis ghanam,Scolopsis,Scolopsis,RS,1,LC,NA,2019,NA,12,30,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,20
Scomber japonicus,Scomber japonicus,Scomber,Scomber,U,0,LC,NA,2023,NA,30,50,10,100,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,pelagic-neritic,WaterAssumed,oceanodromous,30.73
Scomber scombrus,Scomber scombrus,Scomber,Scomber,U,0,LC,LC,2023,2011,35,50,1,100,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,pelagic-neritic,WaterAssumed,oceanodromous,30.18
Scomberesox saurus,Scomberesox saurus,Scomberesox,Scomberesox,U,0,LC,LC,2015,2011,40,50,1,15,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,elongated,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,24.28
